-5660,-781,-15360,4720,-177
-7676,-1841,-15160,4949,-174
-9232,-1717,-13692,4744,-173
-9760,-497,-12976,4677,-174
-11336,-1485,-10940,4894,-172
-11964,-2029,-9740,4999,-166
-13468,-2193,-8720,4889,-168
-13820,-1765,-6160,4614,-163
-13736,-2425,-5132,4706,-162
-14228,-2197,-3268,4768,-153
-14412,-2577,-1268,4838,-125
-13968,-1909,795,4907,-83
-15540,-2889,2323,4666,-59
-14136,-2589,4147,4725,-34
-13176,-2365,6035,4895,-22
-13328,-2421,7283,4887,-23
-12864,-2173,8599,4637,-15
-11396,-2365,10659,4551,-12
-9500,-2013,10851,4847,-11
-8660,-2373,12383,4708,-11
-6712,-2137,13455,4838,-12
-5676,-2545,14467,4799,-10
-4752,-2241,16247,4756,-9
-2948,-2393,15847,4986,-10
-472,-2113,16039,4649,-8
1071,-1853,16271,4927,-6
2155,-1921,15975,4836,-6
3695,-2697,15855,4819,-8
5851,-1853,15403,4799,-5
8583,-1045,14211,4739,-5
8887,-1713,14231,4837,-7
10011,-969,13147,4638,-6
12583,-1417,12199,4681,-8
13439,-1301,11607,4821,-6
15291,-1181,9407,4702,-4
15223,-1157,7395,4684,-5
17119,-937,7079,4896,-11
15935,-1509,5047,4554,-10
17879,-1037,3771,4522,-4
17687,-1121,1795,4636,-10
17095,-533,1419,4661,-107
17771,-81,-1656,4910,-166
18751,-329,-4048,4529,-170
17711,-197,-4664,5091,-176
17307,-149,-6960,4558,-179
16231,178,-9184,4532,179
16615,-289,-10116,4784,178
13827,-349,-11184,4658,178
13663,254,-12460,5100,-176
11503,-5,-13268,4851,177
10519,-189,-14384,4693,179
8927,-609,-15984,4766,179
6719,-381,-15696,4732,179
5595,-521,-16876,4828,-178
4175,-185,-17188,4764,-178
2895,-265,-16916,4889,-178
-84,-981,-17564,4795,-177
-1684,-985,-16632,4778,-176
-3116,-329,-16664,4995,-178
-3704,-933,-15540,4717,-176
-6480,-1413,-14496,4848,-176
-7040,-1045,-14816,4691,-176
-8948,-1009,-13008,4852,-175
-10624,-1253,-10664,4840,-174
-11872,-1733,-10840,4686,-171
-11708,-2277,-8528,4854,-168
-13808,-1633,-8504,4785,-165
-13964,-2265,-5112,4655,-159
-13948,-2309,-4316,4715,-151
-14724,-2145,-2176,4842,-132
-15356,-2621,19,4797,-122
-14020,-2189,807,5107,-67
-14236,-1845,3551,5019,-51
-13356,-2189,5095,4843,-34
-13624,-2705,6399,4638,-23
-12520,-2565,8507,4858,-16
-11852,-2329,9963,4803,-13
-10960,-2609,10251,4760,-12
-8744,-2053,12431,4690,-10
-7112,-2929,12987,4953,-11
-7352,-2577,14555,4677,-10
-5260,-2461,14963,4814,-10
-2328,-2681,15235,4817,-8
-656,-1777,15703,4732,-6
-492,-1881,15467,4996,-8
1775,-2101,16051,4833,-4
4107,-2109,15807,4869,-6
5415,-1425,16251,4934,-6
7099,-2165,14403,4736,-8
9475,-1701,14359,4869,-6
10419,-1653,13307,4871,-3
10923,-1729,12507,4720,-6
12443,-1093,11615,4967,-4
14303,-617,10679,4813,-7
15343,-1517,8307,4693,-12
16139,-1013,8359,4832,-4
16875,-1161,5499,4714,-17
17951,-477,2407,4821,-8
17283,-601,3723,4695,-9
17559,-333,871,4765,-45
18111,-957,-1680,4941,-151
17715,150,-2924,4775,176
17203,-73,-4724,5112,179
17307,10,-6876,4767,-173
15083,-501,-9720,4743,178
14691,394,-9924,4848,-178
14635,-229,-11812,4959,-178
12847,-213,-13992,4919,179
11239,-97,-13172,4621,-179
11259,518,-14224,5303,-179
8583,-877,-14520,5279,-176
5335,-465,-14964,5344,-176
4187,-357,-15660,5454,-179
2651,-301,-15616,5665,178
223,-449,-15832,5757,179
-1580,-93,-16188,5748,-176
-3332,510,-14752,5792,-177
-5792,-1465,-14776,5931,-173
-8364,-1353,-12112,5912,-171
-9680,-1061,-10196,5946,-172
-11468,-1621,-9504,6115,-175
-12424,-2285,-5656,6176,-167
-14108,-1749,-5588,6214,-168
-14364,-2409,-416,6084,-139
-14412,-1797,1335,6376,-69
-14268,-2669,3135,6432,-65
-14584,-2353,5495,6361,-30
-12632,-2521,8591,6647,-19
-12812,-2961,10011,6381,-13
-10288,-2185,12007,6584,-10
-8620,-2025,13583,6403,-9
-6652,-2113,15571,6713,-7
-4140,-2765,16775,6739,-8
-3208,-2893,18235,6674,-7
2227,-2261,17299,6993,-6
2555,-2853,17879,6999,-9
4843,-2029,18183,6939,-7
7999,-2561,15391,6607,-5
10175,-1457,15335,7063,-7
12419,-2281,14407,6856,-8
13755,-2121,11719,6895,-6
15367,-1469,9691,6919,-7
17083,-1337,6123,6794,-9
17747,-1949,4971,7020,-11
17523,-929,2219,7116,-14
17603,-1117,-172,6680,-89
18119,-1285,-1492,7110,-160
16607,362,-4708,7083,-174
14855,110,-8272,7193,-176
13955,-245,-9808,7362,178
10967,814,-11532,7167,174
8715,-33,-14048,7105,-178
5315,-617,-14276,7458,-177
3923,-217,-15340,7227,-176
1399,-929,-15132,7359,-176
-1956,-773,-13984,7436,-175
-5340,102,-12996,7530,-179
-6720,-597,-10504,7450,-176
-9708,-2173,-9652,7381,-174
-11804,-2721,-7512,7391,-166
-13088,-1421,-3568,7616,-154
-14920,-2529,-840,7450,-131
-15060,-1701,1855,7412,-46
-13252,-2361,4707,7404,-42
-13276,-2789,5687,8008,-18
-15116,-2753,13219,7885,-12
-9316,-2177,13319,7157,-9
-10684,-3001,13839,7711,-8
-6052,-3413,17019,7298,-10
-3088,-2225,16995,7805,-7
-1892,-2481,20547,7927,-9
1539,-2069,17535,7935,-9
5883,-1337,19083,7743,-3
6059,-1813,16679,7666,-8
9435,-3909,18795,7703,-8
14347,-457,13007,7514,-5
14835,-385,11211,7612,-8
16107,-1221,10739,7584,-5
17059,-1073,6931,7616,-10
18419,-461,4755,7691,2
20243,370,167,7766,2
18383,-917,-1968,7760,-177
14975,-921,-3116,7567,-174
16811,-17,-7648,7255,-171
12751,-941,-8616,7743,-177
12231,410,-11544,7718,179
8639,-921,-12484,7745,-179
5663,-489,-13432,7703,-175
3207,-729,-14148,7814,-179
1011,-905,-14516,7640,-174
-3860,-281,-12308,7587,-175
-4464,-569,-11632,7754,-176
-7448,-2509,-10724,7615,-174
-10148,-213,-7140,7832,-161
-11988,-1797,-5376,7403,-165
-14320,-2517,-2968,7788,-145
-15096,-1605,1259,7560,-57
-13988,-2297,2927,7822,-32
-14400,-2453,5559,7946,-36
-14636,-2265,11271,7752,-12
-10916,-1973,12731,7255,-14
-11180,-2833,13623,7510,-12
-6008,-2673,15971,7604,-8
-4848,-1733,18299,7583,-5
-3576,-2193,18079,7767,-8
2031,-2745,18739,7625,-7
3791,-2077,18527,7625,-5
3587,-2497,18571,7504,-8
9523,-2657,17599,7623,-8
12111,-2117,15015,7734,-9
12847,-2173,14275,7673,-5
15779,-77,11083,7510,-3
17187,-413,8391,7473,4
18799,-1301,5367,7593,-6
17139,-629,4015,7565,-2
18659,-501,1347,7992,-73
16971,534,-2360,7787,-175
15647,-193,-5388,7652,178
16043,-1193,-8384,7450,-170
12555,-577,-10932,7852,179
9211,346,-11860,7499,-179
7007,-489,-13344,7802,-179
5103,-1193,-14308,7681,-177
1251,-889,-14720,7847,-177
-1340,-1141,-13756,7916,-178
-4540,-1029,-12616,7849,-175
-7492,-181,-10384,7732,-179
-10668,-1717,-8336,7602,-175
-11372,-1177,-5960,7612,-169
-13176,-2725,-3036,7804,-165
-14248,-1585,-228,7888,-107
-14844,-3265,3155,7751,-49
-14184,-2377,4787,8060,-33
-14840,-3125,10539,7345,-19
-12092,-2649,8719,7496,-11
-11760,-3169,14379,7542,-11
-7836,-3057,15051,7716,-7
